:START_ID,:END_ID,:TYPE,properties:JSON
2575,2630,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""1"", ""seq_von"": ""4"", ""seq_nach"": ""5"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2740,2575,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""1"", ""seq_von"": ""3"", ""seq_nach"": ""4"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2613,2740,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""1"", ""seq_von"": ""2"", ""seq_nach"": ""3"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2651,2788,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""25"", ""seq_nach"": ""26"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2680,2651,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""24"", ""seq_nach"": ""25"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2615,2680,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""23"", ""seq_nach"": ""24"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2689,2615,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""22"", ""seq_nach"": ""23"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2612,2689,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""21"", ""seq_nach"": ""22"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2104,2612,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""20"", ""seq_nach"": ""21"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
1565,2104,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""19"", ""seq_nach"": ""20"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2854,1565,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""18"", ""seq_nach"": ""19"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2774,2854,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""17"", ""seq_nach"": ""18"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2768,2774,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""16"", ""seq_nach"": ""17"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
1938,2768,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""15"", ""seq_nach"": ""16"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
1542,1938,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""14"", ""seq_nach"": ""15"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2289,1542,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""13"", ""seq_nach"": ""14"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2294,2289,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""5"", ""seq_von"": ""12"", ""seq_nach"": ""13"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2536,2613,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""1"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""34078"", ""fw_no"": ""1"", ""fw_typ"": ""1"", ""fw_lang"": ""BALN - BTIE""}"
2251,1306,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""5"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""28630"", ""fw_no"": ""4"", ""fw_typ"": ""2"", ""fw_lang"": ""DEP4 - BEZI""}"
2299,1574,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""2"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""29898"", ""fw_no"": ""11"", ""fw_typ"": ""2"", ""fw_lang"": ""DEP5 - EWYS Richtung BALN""}"
2256,2262,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""13"", ""seq_nach"": ""14"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
1541,2256,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""12"", ""seq_nach"": ""13"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
1938,1541,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""11"", ""seq_nach"": ""12"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2768,1938,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""10"", ""seq_nach"": ""11"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2774,2768,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""9"", ""seq_nach"": ""10"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2854,2774,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""8"", ""seq_nach"": ""9"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
1565,2854,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""7"", ""seq_nach"": ""8"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2111,1565,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""6"", ""seq_nach"": ""7"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2084,2111,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""5"", ""seq_nach"": ""6"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2779,2084,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""4"", ""seq_nach"": ""5"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
1531,2779,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""3"", ""seq_nach"": ""4"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
1406,1531,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""2"", ""seq_nach"": ""3"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
1905,1406,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2713,2810,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""24"", ""seq_nach"": ""25"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2640,2713,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""23"", ""seq_nach"": ""24"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2871,2640,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""22"", ""seq_nach"": ""23"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2582,2871,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""21"", ""seq_nach"": ""22"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
1535,2582,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""20"", ""seq_nach"": ""21"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2250,1535,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""19"", ""seq_nach"": ""20"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2248,2250,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""18"", ""seq_nach"": ""19"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
1906,2248,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""17"", ""seq_nach"": ""18"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
1306,1906,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""16"", ""seq_nach"": ""17"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
1502,1306,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""15"", ""seq_nach"": ""16"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2262,1502,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""14"", ""seq_nach"": ""15"", ""fahrweg_id"": ""37601"", ""fw_no"": ""102"", ""fw_typ"": ""1"", ""fw_lang"": ""KLUS - ALBR via KREU-BELL-CENT""}"
2299,1574,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""1"", ""kurs"": ""6"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""29898"", ""fw_no"": ""11"", ""fw_typ"": ""2"", ""fw_lang"": ""DEP5 - EWYS Richtung BALN""}"
2251,1306,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""2"", ""kurs"": ""6"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""28630"", ""fw_no"": ""4"", ""fw_typ"": ""2"", ""fw_lang"": ""DEP4 - BEZI""}"
2248,1906,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""4"", ""seq_von"": ""8"", ""seq_nach"": ""9"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2250,2248,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""4"", ""seq_von"": ""7"", ""seq_nach"": ""8"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
1535,2250,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""4"", ""seq_von"": ""6"", ""seq_nach"": ""7"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2582,1535,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""4"", ""seq_von"": ""5"", ""seq_nach"": ""6"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2871,2582,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""4"", ""seq_von"": ""4"", ""seq_nach"": ""5"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2640,2871,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""4"", ""seq_von"": ""3"", ""seq_nach"": ""4"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2713,2640,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""4"", ""seq_von"": ""2"", ""seq_nach"": ""3"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2810,2713,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""4"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2248,1906,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""6"", ""seq_von"": ""8"", ""seq_nach"": ""9"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2250,2248,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""6"", ""seq_von"": ""7"", ""seq_nach"": ""8"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
1535,2250,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""6"", ""seq_von"": ""6"", ""seq_nach"": ""7"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2582,1535,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""6"", ""seq_von"": ""5"", ""seq_nach"": ""6"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2871,2582,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""6"", ""seq_von"": ""4"", ""seq_nach"": ""5"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2640,2871,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""6"", ""seq_von"": ""3"", ""seq_nach"": ""4"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2713,2640,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""6"", ""seq_von"": ""2"", ""seq_nach"": ""3"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2810,2713,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""6"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""37598"", ""fw_no"": ""7"", ""fw_typ"": ""1"", ""fw_lang"": ""ALBR - KALK für Einfahrt""}"
2251,1906,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""1"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""28631"", ""fw_no"": ""5"", ""fw_typ"": ""2"", ""fw_lang"": ""DEP4 - KALK""}"
2779,1531,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""13"", ""seq_nach"": ""14"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
2084,2779,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""12"", ""seq_nach"": ""13"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
2111,2084,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""11"", ""seq_nach"": ""12"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
1565,2111,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""10"", ""seq_nach"": ""11"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
2854,1565,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""9"", ""seq_nach"": ""10"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
2774,2854,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""8"", ""seq_nach"": ""9"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
2768,2774,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""7"", ""seq_nach"": ""8"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
1938,2768,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""6"", ""seq_nach"": ""7"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
1541,1938,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""5"", ""seq_nach"": ""6"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
2256,1541,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""4"", ""seq_nach"": ""5"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
2262,2256,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""3"", ""seq_nach"": ""4"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
1502,2262,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""2"", ""seq_nach"": ""3"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
1306,1502,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
1406,1905,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""15"", ""seq_nach"": ""16"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
1531,1406,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""7"", ""seq_von"": ""14"", ""seq_nach"": ""15"", ""fahrweg_id"": ""36408"", ""fw_no"": ""103"", ""fw_typ"": ""1"", ""fw_lang"": ""BEZI - KLUS via CENT-BELL-KREU für Ausfa""}"
1906,2251,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""8"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""28633"", ""fw_no"": ""9"", ""fw_typ"": ""3"", ""fw_lang"": ""KALK - DEP4 von KLUS""}"
2251,1906,CONNECTED_BY,"{""linie"": ""3"", ""richtung"": ""1"", ""kurs"": ""8"", ""seq_von"": ""1"", ""seq_nach"": ""2"", ""fahrweg_id"": ""28631"", ""fw_no"": ""5"", ""fw_typ"": ""2"", ""fw_lang"": ""DEP4 - KALK""}"
2613,2536,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""25"", ""seq_nach"": ""26"", ""fahrweg_id"": ""34964"", ""fw_no"": ""2"", ""fw_typ"": ""1"", ""fw_lang"": ""BTIE - BALN""}"
2740,2613,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""24"", ""seq_nach"": ""25"", ""fahrweg_id"": ""34964"", ""fw_no"": ""2"", ""fw_typ"": ""1"", ""fw_lang"": ""BTIE - BALN""}"
2575,2740,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""23"", ""seq_nach"": ""24"", ""fahrweg_id"": ""34964"", ""fw_no"": ""2"", ""fw_typ"": ""1"", ""fw_lang"": ""BTIE - BALN""}"
2630,2575,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""22"", ""seq_nach"": ""23"", ""fahrweg_id"": ""34964"", ""fw_no"": ""2"", ""fw_typ"": ""1"", ""fw_lang"": ""BTIE - BALN""}"
2589,2630,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""21"", ""seq_nach"": ""22"", ""fahrweg_id"": ""34964"", ""fw_no"": ""2"", ""fw_typ"": ""1"", ""fw_lang"": ""BTIE - BALN""}"
2893,2589,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""20"", ""seq_nach"": ""21"", ""fahrweg_id"": ""34964"", ""fw_no"": ""2"", ""fw_typ"": ""1"", ""fw_lang"": ""BTIE - BALN""}"
1574,2893,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""19"", ""seq_nach"": ""20"", ""fahrweg_id"": ""34964"", ""fw_no"": ""2"", ""fw_typ"": ""1"", ""fw_lang"": ""BTIE - BALN""}"
2290,1574,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""18"", ""seq_nach"": ""19"", ""fahrweg_id"": ""34964"", ""fw_no"": ""2"", ""fw_typ"": ""1"", ""fw_lang"": ""BTIE - BALN""}"
2298,2290,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""17"", ""seq_nach"": ""18"", ""fahrweg_id"": ""34964"", ""fw_no"": ""2"", ""fw_typ"": ""1"", ""fw_lang"": ""BTIE - BALN""}"
2287,2298,CONNECTED_BY,"{""linie"": ""4"", ""richtung"": ""2"", ""kurs"": ""2"", ""seq_von"": ""16"", ""seq_nach"": ""17"", ""fahrweg_id"": ""34964"", ""fw_no"": ""2"", ""fw_typ"": ""1"", ""fw_lang"": ""BTIE - BALN""}"
